,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
0,128.880005,128.880005,2016-10-11,130.639999,128.229996,130.229996,FB,17493200
1,130.240005,130.240005,2016-10-10,130.699997,129.199997,129.679993,FB,15101400
2,128.990005,128.990005,2016-10-07,129.25,128.330002,129.039993,FB,12794800
3,128.740005,128.740005,2016-10-06,129.059998,128.080002,128.429993,FB,11654200
4,128.470001,128.470001,2016-10-05,128.800003,127.830002,128.25,FB,12350500
5,128.190002,128.190002,2016-10-04,129.279999,127.550003,129.169998,FB,14281600
6,128.770004,128.770004,2016-10-03,129.089996,127.800003,128.380005,FB,13129300
7,128.270004,128.270004,2016-09-30,128.589996,127.449997,128.029999,FB,18369400
8,128.089996,128.089996,2016-09-29,129.289993,127.550003,129.179993,FB,14485300
9,129.229996,129.229996,2016-09-28,129.470001,128.399994,129.210007,FB,12033700
10,128.690002,128.690002,2016-09-27,129.009995,127.43,127.610001,FB,15564200
11,127.309998,127.309998,2016-09-26,128.160004,126.800003,127.370003,FB,15037500
12,127.959999,127.959999,2016-09-23,128.600006,127.300003,127.559998,FB,28261900
13,130.080002,130.080002,2016-09-22,130.729996,129.559998,130.50,FB,15307700
14,129.940002,129.940002,2016-09-21,130.009995,128.389999,129.130005,FB,13996600
15,128.639999,128.639999,2016-09-20,129.169998,128.029999,128.649994,FB,11066800
16,128.649994,128.649994,2016-09-19,129.940002,128.259995,129.910004,FB,14919800
17,129.070007,129.070007,2016-09-16,129.179993,128.199997,128.199997,FB,23835300
18,128.350006,128.350006,2016-09-15,129.100006,127.669998,127.980003,FB,15077200
19,127.769997,127.769997,2016-09-14,128.800003,126.889999,126.889999,FB,15691100
20,127.209999,127.209999,2016-09-13,128.350006,126.660004,128.029999,FB,17923600
21,128.690002,128.690002,2016-09-12,128.759995,125.75,125.959999,FB,20904700
22,127.099998,127.099998,2016-09-09,129.949997,127.099998,129.710007,FB,26772700
23,130.270004,130.270004,2016-09-08,131.080002,129.809998,130.919998,FB,15553200
24,131.050003,131.050003,2016-09-07,131.979996,129.949997,130.039993,FB,27922500
25,129.729996,129.729996,2016-09-06,129.940002,126.470001,126.669998,FB,26208500
26,126.510002,126.510002,2016-09-02,126.860001,126.00,126.849998,FB,12059700
27,126.169998,126.169998,2016-09-01,126.629997,125.599998,126.379997,FB,13507800
28,126.120003,126.120003,2016-08-31,126.220001,125.099998,125.599998,FB,14157400
29,125.839996,125.839996,2016-08-30,126.599998,125.150002,126.599998,FB,17772000
30,126.540001,126.540001,2016-08-29,126.730003,124.349998,124.349998,FB,15815600
31,124.959999,124.959999,2016-08-26,125.190002,123.910004,124.050003,FB,17434000
32,123.889999,123.889999,2016-08-25,124.370003,123.099998,123.120003,FB,10700900
33,123.480003,123.480003,2016-08-24,124.690002,123.089996,124.470001,FB,12214200
34,124.370003,124.370003,2016-08-23,125.089996,124.25,124.510002,FB,13289400
35,124.150002,124.150002,2016-08-22,124.830002,123.110001,123.330002,FB,14337700
36,123.559998,123.559998,2016-08-19,124.160004,123.279999,123.599998,FB,11570400
37,123.910004,123.910004,2016-08-18,124.260002,123.639999,124.010002,FB,12360000
38,124.370003,124.370003,2016-08-17,124.379997,122.849998,123.660004,FB,13742300
39,123.300003,123.300003,2016-08-16,123.919998,122.779999,123.50,FB,14185900
40,123.900002,123.900002,2016-08-15,124.919998,123.699997,124.910004,FB,19241200
41,124.879997,124.879997,2016-08-12,125.00,124.18,124.699997,FB,12127500
42,124.900002,124.900002,2016-08-11,125.379997,124.75,125.199997,FB,11657500
43,124.879997,124.879997,2016-08-10,125.480003,124.540001,125.07,FB,10634300
44,125.059998,125.059998,2016-08-09,126.089996,124.529999,125.339996,FB,19444300
45,125.260002,125.260002,2016-08-08,125.449997,124.550003,125.25,FB,15233900
46,125.150002,125.150002,2016-08-05,125.839996,124.620003,124.980003,FB,20184000
47,124.360001,124.360001,2016-08-04,124.790001,122.510002,122.940002,FB,21066000
48,122.510002,122.510002,2016-08-03,123.919998,122.309998,123.089996,FB,18525300
49,123.089996,123.089996,2016-08-02,124.800003,122.07,124.059998,FB,23968400
50,124.309998,124.309998,2016-08-01,124.580002,122.860001,123.849998,FB,25006900
51,123.940002,123.940002,2016-07-29,125.839996,123.709999,124.650002,FB,35058800
52,125.00,125.00,2016-07-28,128.330002,123.629997,127.519997,FB,78955800
53,123.339996,123.339996,2016-07-27,125.00,121.510002,122.419998,FB,52654200
54,121.220001,121.220001,2016-07-26,122.07,120.75,122.00,FB,17612000
55,121.629997,121.629997,2016-07-25,121.849998,117.779999,121.389999,FB,18487400
56,121.00,121.00,2016-07-22,121.010002,119.309998,119.900002,FB,18422400
57,120.610001,120.610001,2016-07-21,122.099998,120.25,121.919998,FB,17801700
58,121.919998,121.919998,2016-07-20,122.199997,120.559998,121.25,FB,20046500
59,120.610001,120.610001,2016-07-19,120.849998,118.660004,118.989998,FB,21541300
60,119.370003,119.370003,2016-07-18,119.610001,116.889999,117.32,FB,20868400
61,116.860001,116.860001,2016-07-15,118.279999,116.580002,117.739998,FB,16646000
62,117.290001,117.290001,2016-07-14,117.639999,116.699997,117.50,FB,14579700
63,116.779999,116.779999,2016-07-13,118.400002,116.68,118.389999,FB,16207700
64,117.93,117.93,2016-07-12,118.720001,117.57,118.629997,FB,15217700
65,117.870003,117.870003,2016-07-11,118.699997,117.50,117.709999,FB,17711600
66,117.239998,117.239998,2016-07-08,117.50,115.849998,116.43,FB,18142600
67,115.849998,115.849998,2016-07-07,116.970001,115.360001,116.629997,FB,16630200
68,116.699997,116.699997,2016-07-06,116.790001,112.970001,113.360001,FB,24337600
69,114.199997,114.199997,2016-07-05,114.199997,112.970001,113.940002,FB,14207000
70,114.190002,114.190002,2016-07-01,115.129997,113.809998,114.199997,FB,14980000
71,114.279999,114.279999,2016-06-30,115.18,113.669998,114.669998,FB,23192700
72,114.160004,114.160004,2016-06-29,114.25,113.040001,113.370003,FB,20968300
73,112.699997,112.699997,2016-06-28,112.75,110.550003,110.629997,FB,26813800
74,108.970001,108.970001,2016-06-27,111.57,108.230003,111.57,FB,36130400
75,112.080002,112.080002,2016-06-24,113.68,111.00,111.010002,FB,40643100
76,115.080002,115.080002,2016-06-23,115.089996,113.540001,114.370003,FB,16176900
77,113.910004,113.910004,2016-06-22,114.739998,113.610001,114.650002,FB,14846300
78,114.379997,114.379997,2016-06-21,115.209999,113.970001,114.120003,FB,19166300
79,113.370003,113.370003,2016-06-20,114.720001,112.75,113.769997,FB,20785400
80,113.019997,113.019997,2016-06-17,114.43,112.559998,114.419998,FB,24644300
81,114.389999,114.389999,2016-06-16,114.50,112.940002,113.870003,FB,19236300
82,114.599998,114.599998,2016-06-15,115.440002,114.07,115.300003,FB,19819400
83,114.940002,114.940002,2016-06-14,114.949997,113.580002,114.07,FB,17618500
84,113.949997,113.949997,2016-06-13,115.480003,113.309998,115.00,FB,31718200
85,116.620003,116.620003,2016-06-10,118.110001,116.260002,117.540001,FB,18510800
86,118.559998,118.559998,2016-06-09,118.68,117.709999,118.129997,FB,13859200
87,118.389999,118.389999,2016-06-08,118.599998,117.269997,117.760002,FB,14505600
88,117.760002,117.760002,2016-06-07,119.300003,117.669998,119.239998,FB,17103000
89,118.790001,118.790001,2016-06-06,119.43,118.360001,118.620003,FB,12744700
90,118.470001,118.470001,2016-06-03,118.980003,117.860001,118.980003,FB,14135100
91,118.93,118.93,2016-06-02,119.440002,118.220001,118.690002,FB,13228300
92,118.779999,118.779999,2016-06-01,119.080002,117.82,118.50,FB,15029500
93,118.809998,118.809998,2016-05-31,120.099998,118.120003,119.459999,FB,23547600
94,119.379997,119.379997,2016-05-27,119.849998,119.010002,119.559998,FB,13493600
95,119.470001,119.470001,2016-05-26,119.760002,117.919998,118.239998,FB,18481300
96,117.889999,117.889999,2016-05-25,118.669998,117.379997,118.129997,FB,20019800
97,117.699997,117.699997,2016-05-24,117.730003,116.120003,116.239998,FB,20183600
98,115.970001,115.970001,2016-05-23,117.599998,115.940002,117.419998,FB,20441000
99,117.349998,117.349998,2016-05-20,117.989998,116.949997,116.959999,FB,18944800
100,116.809998,116.809998,2016-05-19,117.489998,115.879997,117.050003,FB,20544100
101,117.650002,117.650002,2016-05-18,118.269997,116.730003,116.800003,FB,21642300
102,117.349998,117.349998,2016-05-17,119.010002,117.199997,118.82,FB,21328600
103,118.669998,118.669998,2016-05-16,119.610001,117.349998,119.379997,FB,31247800
104,119.809998,119.809998,2016-05-13,120.639999,119.68,120.379997,FB,18124300
105,120.279999,120.279999,2016-05-12,120.839996,118.900002,119.980003,FB,22035500
106,119.519997,119.519997,2016-05-11,121.080002,119.419998,120.410004,FB,22038400
107,120.50,120.50,2016-05-10,120.50,119.00,119.620003,FB,23220000
108,119.239998,119.239998,2016-05-09,120.279999,118.900002,119.540001,FB,21138100
109,119.489998,119.489998,2016-05-06,119.639999,117.110001,117.160004,FB,26395600
110,117.809998,117.809998,2016-05-05,118.980003,117.25,118.040001,FB,22056700
111,118.059998,118.059998,2016-05-04,118.300003,116.57,116.610001,FB,23380200
112,117.43,117.43,2016-05-03,118.160004,117.019997,117.519997,FB,24117500
113,118.57,118.57,2016-05-02,118.730003,116.57,117.830002,FB,28095200
114,117.580002,117.580002,2016-04-29,117.839996,115.839996,116.82,FB,37140600
115,116.730003,116.730003,2016-04-28,120.790001,116.230003,119.580002,FB,87110100
116,108.889999,108.889999,2016-04-27,108.940002,106.309998,107.940002,FB,52213100
117,108.760002,108.760002,2016-04-26,110.50,108.150002,110.489998,FB,22521500
118,110.099998,110.099998,2016-04-25,110.669998,109.07,109.870003,FB,21017900
119,110.559998,110.559998,2016-04-22,111.75,109.010002,111.209999,FB,38458200
120,113.440002,113.440002,2016-04-21,114.040001,112.309998,112.550003,FB,20875200
121,112.419998,112.419998,2016-04-20,113.269997,111.559998,112.43,FB,21027900
122,112.290001,112.290001,2016-04-19,112.449997,109.160004,111.099998,FB,30210500
123,110.449997,110.449997,2016-04-18,110.809998,109.199997,109.739998,FB,21167200
124,109.639999,109.639999,2016-04-15,110.970001,109.199997,110.790001,FB,20922800
125,110.839996,110.839996,2016-04-14,112.040001,110.260002,110.620003,FB,28473300
126,110.510002,110.510002,2016-04-13,112.650002,106.519997,112.230003,FB,88227400
127,110.610001,110.610001,2016-04-12,111.160004,108.989998,109.339996,FB,26248100
128,108.989998,108.989998,2016-04-11,110.910004,108.769997,110.699997,FB,39762300
129,110.629997,110.629997,2016-04-08,114.330002,109.900002,114.25,FB,48497800
130,113.639999,113.639999,2016-04-07,114.889999,113.07,113.790001,FB,20714500
131,113.709999,113.709999,2016-04-06,113.809998,112.419998,112.470001,FB,20814600
132,112.220001,112.220001,2016-04-05,113.32,111.900002,112.110001,FB,22962400
133,112.550003,112.550003,2016-04-04,114.550003,111.610001,114.07,FB,48487900
134,116.059998,116.059998,2016-04-01,116.169998,113.349998,113.75,FB,24760500
135,114.099998,114.099998,2016-03-31,115.010002,113.769997,114.699997,FB,21207500
136,114.699997,114.699997,2016-03-30,116.989998,114.360001,116.730003,FB,33235200
137,116.139999,116.139999,2016-03-29,116.32,113.639999,113.830002,FB,29825300
138,113.690002,113.690002,2016-03-28,114.589996,112.949997,113.32,FB,21351800
139,113.050003,113.050003,2016-03-24,113.089996,111.68,112.129997,FB,17839100
140,112.540001,112.540001,2016-03-23,113.190002,112.00,112.010002,FB,18562000
141,112.25,112.25,2016-03-22,112.879997,111.169998,111.360001,FB,19001100
142,111.849998,111.849998,2016-03-21,112.370003,111.029999,111.660004,FB,18448000
143,111.449997,111.449997,2016-03-18,112.419998,110.269997,111.559998,FB,36256900
144,111.019997,111.019997,2016-03-17,112.690002,110.730003,112.150002,FB,24241200
145,112.18,112.18,2016-03-16,112.50,110.099998,110.489998,FB,24744800
146,110.669998,110.669998,2016-03-15,110.830002,108.839996,109.110001,FB,17618500
147,109.889999,109.889999,2016-03-14,110.330002,108.769997,109.279999,FB,17249400
148,109.410004,109.410004,2016-03-11,109.419998,107.919998,108.480003,FB,20697600
149,107.32,107.32,2016-03-10,108.660004,105.769997,107.910004,FB,24854300
150,107.510002,107.510002,2016-03-09,107.510002,105.489998,106.699997,FB,20493300
151,105.93,105.93,2016-03-08,107.370003,104.400002,104.779999,FB,25617000
152,105.730003,105.730003,2016-03-07,108.07,104.720001,108.07,FB,31436400
153,108.389999,108.389999,2016-03-04,110.050003,107.93,110.050003,FB,24938900
154,109.580002,109.580002,2016-03-03,110.300003,108.540001,110.25,FB,21353100
155,109.949997,109.949997,2016-03-02,110.550003,108.769997,109.68,FB,25670200
156,109.82,109.82,2016-03-01,109.82,107.599998,107.830002,FB,26817300
157,106.919998,106.919998,2016-02-29,108.910004,106.75,107.599998,FB,32779000
158,107.919998,107.919998,2016-02-26,109.449997,107.160004,108.699997,FB,26686200
159,108.07,108.07,2016-02-25,108.07,105.610001,107.110001,FB,29906300
160,106.879997,106.879997,2016-02-24,106.949997,102.739998,104.209999,FB,34412400
161,105.459999,105.459999,2016-02-23,107.470001,105.120003,106.849998,FB,25319300
162,107.160004,107.160004,2016-02-22,108.25,105.339996,105.489998,FB,35709700
163,104.57,104.57,2016-02-19,105.019997,102.059998,102.550003,FB,32404500
164,103.470001,103.470001,2016-02-18,106.00,103.029999,105.800003,FB,29593500
165,105.199997,105.199997,2016-02-17,105.720001,100.400002,102.019997,FB,44073400
166,101.610001,101.610001,2016-02-16,103.93,100.239998,103.800003,FB,45687200
167,102.010002,102.010002,2016-02-12,104.239998,101.089996,103.739998,FB,36176800
168,101.910004,101.910004,2016-02-11,105.110001,98.879997,99.599998,FB,43670600
169,101.00,101.00,2016-02-10,103.25,100.239998,101.550003,FB,45179400
170,99.540001,99.540001,2016-02-09,102.400002,96.82,97.139999,FB,62709000
171,99.75,99.75,2016-02-08,102.68,97.459999,100.410004,FB,71229700
172,104.07,104.07,2016-02-05,109.580002,103.18,109.510002,FB,76894700
173,110.489998,110.489998,2016-02-04,111.940002,109.25,111.800003,FB,38890200
174,112.690002,112.690002,2016-02-03,115.339996,109.75,115.269997,FB,56919300
175,114.610001,114.610001,2016-02-02,117.589996,113.199997,114.800003,FB,59778600
176,115.089996,115.089996,2016-02-01,115.720001,112.010002,112.269997,FB,46132700
177,112.209999,112.209999,2016-01-29,112.839996,108.839996,108.989998,FB,62739500
178,109.110001,109.110001,2016-01-28,110.339996,104.809998,107.199997,FB,107475300
179,94.449997,94.449997,2016-01-27,97.849998,94.230003,97.790001,FB,58699400
180,97.339996,97.339996,2016-01-26,97.879997,95.660004,97.760002,FB,26877100
