,Date,Open,Close,Adj_Close,High,Low,Symbol
0,2012-11-26,32.099998,32.27,32.27,32.299999,31.620001,TSLA
1,2012-11-27,32.130001,32.150002,32.150002,32.66,31.52,TSLA
2,2012-11-28,32.00,33.23,33.23,34.290001,31.91,TSLA
3,2012-11-29,33.439999,33.689999,33.689999,34.00,32.869999,TSLA
4,2012-11-30,33.630001,33.82,33.82,34.279999,33.009998,TSLA
5,2012-12-03,33.889999,34.619999,34.619999,35.00,33.50,TSLA
6,2012-12-04,34.080002,33.900002,33.900002,34.799999,33.549999,TSLA
7,2012-12-05,33.82,33.709999,33.709999,34.189999,33.580002,TSLA
8,2012-12-06,33.82,33.900002,33.900002,34.799999,33.50,TSLA
9,2012-12-07,34.299999,34.169998,34.169998,34.490002,33.849998,TSLA
10,2012-12-10,34.43,34.57,34.57,34.799999,34.18,TSLA
11,2012-12-11,34.599998,35.279999,35.279999,35.50,34.459999,TSLA
12,2012-12-12,35.209999,35.259998,35.259998,35.799999,34.950001,TSLA
13,2012-12-13,35.259998,33.610001,33.610001,35.299999,32.75,TSLA
14,2012-12-14,33.779999,33.810001,33.810001,34.400002,33.59,TSLA
15,2012-12-17,33.77,34.400002,34.400002,34.50,33.75,TSLA
16,2012-12-18,34.259998,34.59,34.59,35.07,34.259998,TSLA
17,2012-12-19,34.75,34.610001,34.610001,35.259998,34.52,TSLA
18,2012-12-20,34.509998,34.43,34.43,34.790001,34.049999,TSLA
19,2012-12-21,33.939999,34.00,34.00,34.169998,33.580002,TSLA
20,2012-12-24,33.639999,34.279999,34.279999,34.349998,33.549999,TSLA
21,2012-12-26,33.959999,33.59,33.59,34.50,33.50,TSLA
22,2012-12-27,33.50,33.689999,33.689999,33.91,33.00,TSLA
23,2012-12-28,33.380001,33.220001,33.220001,33.650002,33.02,TSLA
24,2012-12-31,33.00,33.869999,33.869999,33.970001,33.00,TSLA
25,2013-01-02,35.00,35.360001,35.360001,35.450001,34.709999,TSLA
26,2013-01-03,35.18,34.77,34.77,35.450001,34.75,TSLA
27,2013-01-04,34.799999,34.400002,34.400002,34.799999,33.919998,TSLA
28,2013-01-07,34.799999,34.34,34.34,34.799999,33.900002,TSLA
29,2013-01-08,34.50,33.68,33.68,34.50,33.110001,TSLA
30,2013-01-09,34.009998,33.639999,33.639999,34.189999,33.400002,TSLA
31,2013-01-10,33.869999,33.529999,33.529999,33.990002,33.380001,TSLA
32,2013-01-11,34.040001,32.91,32.91,34.040001,32.110001,TSLA
33,2013-01-14,33.080002,33.259998,33.259998,33.380001,32.849998,TSLA
34,2013-01-15,33.110001,33.900002,33.900002,34.25,33.080002,TSLA
35,2013-01-16,33.849998,34.099998,34.099998,34.23,33.73,TSLA
36,2013-01-17,34.16,34.380001,34.380001,34.849998,33.919998,TSLA
37,2013-01-18,34.740002,34.52,34.52,34.779999,33.82,TSLA
38,2013-01-22,34.560001,35.189999,35.189999,35.549999,34.259998,TSLA
39,2013-01-23,35.02,36.00,36.00,36.240002,34.959999,TSLA
40,2013-01-24,36.00,36.990002,36.990002,37.720001,35.84,TSLA
41,2013-01-25,37.00,36.98,36.98,37.540001,36.799999,TSLA
42,2013-01-28,36.860001,38.029999,38.029999,38.709999,36.860001,TSLA
43,2013-01-29,38.099998,37.950001,37.950001,38.439999,37.130001,TSLA
44,2013-01-30,37.849998,37.52,37.52,38.00,37.43,TSLA
45,2013-01-31,37.869999,37.509998,37.509998,37.869999,36.93,TSLA
